5674	8221	8
9172	371	12
1121	1417	8
8323	1047	8
8215	2990	12
11509	12755	12
2106	10535	12
11925	10207	12
11374	6041	8
12350	3194	1
8178	13408	3
12298	6427	12
5156	10620	8
1947	7914	8
1915	9013	12
14393	8171	8
1010	12952	8
9472	3337	8
11723	4939	8
8287	12475	12
6149	110	12
5087	4426	13
8908	3314	10
2717	9105	1
5202	10220	3
5096	3337	8
8920	1695	8
2226	8221	8
4022	10292	8
6303	8849	12
245	4097	12
597	900	12
1013	2844	8
14430	8221	8
5142	8751	12
10286	13530	10
6031	3110	12
10881	2630	8
2968	1404	1
5109	14036	12
13409	11910	10
12144	5285	12
3787	13238	3
2451	14651	12
4515	1097	8
5093	5300	12
8791	12260	12
12236	10652	12
6739	5371	3
11608	5445	12
6877	4939	8
7164	11671	12
2629	2701	12
11690	958	12
3080	12218	3
11894	5210	8
10163	11086	12
13059	1915	12
8705	13329	12
11966	9262	12
7499	8871	12
11779	6798	3
4220	1695	8
788	13647	8
1887	8226	12
7618	10817	12
5138	6251	10
10568	6288	12
11514	3456	3
2397	6287	12
8210	11911	12
379	6212	12
2220	12547	12
1522	6963	12
9288	14289	12
3566	3297	12
5603	758	3
1323	12200	12
5445	8667	8
12033	10620	8
1865	7969	12
1522	2213	12
1895	9387	12
5192	7914	8
12959	4076	12
10763	2990	12
9606	13061	12
3189	963	12
1146	1789	14
6583	12689	12
14412	14704	1
2273	10549	12
7025	11999	12
2586	8408	12
5995	7943	8
7202	1325	8
3158	613	12
1208	1151	12
970	4939	8
8106	11803	12
11700	13361	12
5681	2235	12
892	11374	12
7549	161	8
12989	13394	8
900	481	3
14664	1631	12
2552	9587	0
14002	11763	3
7638	8623	12
3312	13669	8
12288	13276	12
3390	8734	12
10704	10660	12
7264	14000	12
7328	3287	12
14316	12032	12
4426	14396	12
6192	6073	12
7878	6622	8
3046	208	8
3461	7705	12
2968	4739	12
5205	12843	10
4753	12952	8
8316	12540	12
9768	47	12
10522	11272	12
4006	7964	12
10040	914	12
5220	3697	12
2939	8425	12
14390	12755	12
8397	7914	8
12936	3691	12
1216	10763	12
12190	13259	12
4207	12218	3
2323	13135	12
12723	9183	8
10295	13669	8
3466	12548	12
9005	9588	8
1805	13037	12
12819	1922	12
6427	14615	12
8232	9259	3
5088	2042	12
13022	4183	12
11220	14674	12
4874	1159	12
12378	4426	13
1146	161	8
11507	9395	12
10421	11346	8
10724	6216	3
6232	12738	8
8820	347	12
2199	8201	12
3205	5052	12
6349	7943	8
9860	1737	8
12146	568	12
6716	10592	12
11918	3223	12
3434	208	8
11533	7869	8
419	10824	3
7241	3178	12
3270	11539	12
10454	12377	12
14674	4846	12
6019	8862	8
10536	858	12
6239	8176	3
6283	6705	12
13651	981	16
12322	10824	12
2535	3479	12
2224	858	12
355	3337	8
5707	12755	3
11588	8516	12
1542	6203	12
11596	5933	12
9810	7427	8
343	3400	12
5381	12562	8
6505	284	12
816	11843	12
14600	13686	12
2099	8366	3
10011	3338	12
4552	12952	8
2320	11966	12
1403	10396	10
8668	12952	8
4921	11545	12
2393	10933	12
7065	6705	3
7522	8922	12
9482	3451	3
9227	8186	8
11618	266	8
7533	14093	8
10184	9886	10
5995	12755	12
933	1047	8
1964	161	8
7972	9250	12
3461	13275	10
6271	10260	12
13073	945	8
13979	480	12
6788	12099	12
1628	6427	12
12722	4031	12
5488	13089	12
12208	2630	8
11224	10052	12
13082	14507	12
3668	13047	12
14345	11966	12
12475	11040	12
6153	7702	12
9982	4939	8
6341	162	12
367	579	12
6538	8871	12
13124	4939	8
8726	3652	12
10272	14030	12
583	10202	3
2920	11587	12
11555	14491	12
3674	4202	12
7586	13336	12
6461	7284	12
5170	6517	12
2574	10377	8
5664	3712	12
11366	2532	12
2212	2630	8
11343	13792	8
13843	9291	12
6168	11065	12
2	10437	12
1604	12828	12
11640	1895	12
13112	8221	8
9526	2522	12
11081	8383	12
10244	13785	12
8782	7914	8
11989	3173	8
701	1680	3
656	4873	3
6192	10126	12
11400	9975	12
10309	8286	2
2660	3300	12
9030	14498	12
3530	3657	14
9471	12952	8
5229	14704	12
4713	3337	8
14192	5036	8
11296	9641	12
953	797	10
10855	3693	12
1541	4205	12
1281	10501	12
873	9044	18
12217	1240	12
9271	5599	12
2685	7914	8
11510	11253	8
2552	12755	12
1064	2020	12
7364	3966	12
11272	1246	3
9222	2659	12
5271	13935	8
7839	9211	12
6989	4426	13
8060	5704	12
2967	1766	12
13148	6989	12
4760	6777	12
8521	4718	12
10163	208	8
6408	2361	3
1828	13669	8
3132	3362	12
12623	9384	1
11413	3099	12
2578	12218	12
1187	13154	12
5221	2968	12
5055	1098	12
131	4199	12
9000	119	12
14697	10992	12
5040	9966	12
13558	7914	8
3034	7256	3
12956	5597	12
3501	14275	12
7193	945	8
89	12426	12
13265	1695	8
14586	11653	10
5973	47	12
12502	14144	12
6434	11954	10
837	161	8
7497	11783	2
4382	9492	12
6954	4023	19
4707	12755	12
4742	1681	10
47	2810	10
8369	12095	12
8114	7739	12
3827	9573	8
9471	5300	1
4127	4192	12
2839	1444	12
4253	4156	12
4837	11392	12
839	12260	12
11881	8751	12
9005	3586	12
11258	4479	12
8441	4939	8
13859	12714	12
3842	12203	12
1580	3508	12
2625	4426	13
9346	1445	12
9006	6270	12
10501	1680	12
12660	13372	12
3631	4628	12
9083	2630	8
13445	6866	12
6926	11989	12
1771	161	8
9291	8383	12
4071	2139	12
5999	4237	12
9046	8186	8
2620	5087	12
1889	12585	12
10679	4061	12
5485	12906	12
4321	7301	12
7407	10338	12
1592	8168	12
2451	2659	12
10625	5929	12
10551	2649	8
9171	7432	3
12896	12464	12
3196	6128	12
2452	2649	8
7878	13669	8
6367	11564	12
8191	7661	12
1482	474	12
12117	14098	12
3776	146	12
1579	8091	12
3080	12426	3
677	10824	12
118	13669	8
13554	5535	12
9406	6972	12
9553	12510	8
12168	1895	12
10393	7446	12
9852	13103	12
4756	11529	12
10281	5528	12
318	2985	12
13898	10587	2
4708	8199	18
7266	5535	12
5858	10448	8
9819	7277	8
2663	6705	3
3500	10006	12
9491	7481	12
1985	10194	12
6749	5300	12
2296	8226	12
12747	6870	12
2184	9573	8
10003	12353	12
2491	11376	0
2022	4939	8
1431	8468	3
10548	10803	12
269	7458	3
10058	11871	12
6097	208	8
11895	2213	12
13786	12990	3
12546	8879	12
12958	13908	0
4828	8221	8
8456	6377	12
5229	8481	12
9991	3032	12
9416	9643	12
6563	11582	12
10484	4006	12
2841	8112	12
4007	7615	3
2196	5282	3
10102	6876	12
9268	14100	12
11794	1561	12
2424	8623	12
11597	4939	8
2635	3337	8
13472	6705	3
3342	3931	0
3994	6225	12
14395	2659	12
6852	1805	12
8551	486	8
12477	6931	12
6802	6637	12
4233	5567	3
5761	13686	12
9396	4006	12
964	658	12
3735	11802	8
5639	1515	8
1862	7291	12
10689	735	1
9895	1995	12
2961	14257	12
11148	11503	12
8024	12793	8
9672	945	8
3501	11941	12
1002	7690	12
13332	2810	10
12911	11866	12
1658	12952	8
2748	481	12
11747	13628	12
7816	11722	3
7044	7373	12
4053	1047	8
2226	4305	12
4713	1695	8
1875	12208	12
8048	10377	8
13841	2247	3
4723	7914	8
160	5210	8
14652	6024	12
11110	161	8
6860	4539	12
9268	13372	12
8503	2434	3
2998	741	12
1893	3821	12
11638	5093	12
2742	6617	12
14241	12265	3
10045	4187	12
11918	7453	1
8049	1695	8
11744	8221	8
13128	12852	3
1933	12952	8
8245	1097	8
10752	13354	12
14449	13694	12
5539	10353	3
1672	8447	12
9850	7939	12
10003	4465	3
12053	4220	12
8890	2630	8
6711	8316	12
13064	13935	8
5427	2285	12
761	12840	12
2740	6767	12
2958	7250	12
1611	9109	12
128	371	12
8269	4939	8
3488	759	12
10158	11777	12
12559	11379	12
14652	4939	8
2217	13336	12
2961	7914	8
4006	2805	8
8679	1598	12
12102	8985	12
10875	7943	8
14147	9732	12
9638	9704	1
5235	6932	12
9740	4870	8
2277	12755	12
10263	11770	12
11238	1673	12
1121	9915	8
3307	1379	12
3896	9709	12
9773	4423	12
946	7481	12
7503	900	12
10374	1515	8
165	12832	3
9977	6289	1
14694	14591	8
6829	7145	12
2267	7939	12
9621	12952	8
13303	12952	8
1939	12755	3
7940	5164	12
10819	5210	8
11412	11046	12
4944	8782	12
11555	7887	12
3500	5445	12
5781	3210	3
5159	13882	12
1070	11469	8
13841	4189	12
12772	12244	12
9664	5090	12
6787	12230	3
10628	5436	12
3140	1677	12
9687	2630	8
11091	1097	8
8520	3337	8
3484	9513	12
5544	9054	12
10163	3934	12
12914	371	12
8588	12350	12
9207	13084	12
912	13783	12
1976	1695	8
8899	12374	12
11976	6811	12
12770	6820	12
11923	8529	12
8247	4289	8
12557	5090	12
12322	1471	12
7497	3337	8
9735	4634	12
10158	2481	14
4028	392	12
5316	7530	12
1770	4007	12
7578	10802	12
5954	8751	12
4168	945	8
5318	11966	12
1738	1387	12
9446	1097	8
6794	5632	12
13674	3201	12
13064	2057	1
9404	6091	12
8270	7070	12
5337	7914	8
839	12985	12
6287	9356	12
10052	11255	12
13971	8869	12
10335	945	8
5302	13103	12
8428	2604	12
3189	12571	12
10184	6270	12
6071	8073	2
14144	10763	12
3905	5653	12
5322	7881	3
7398	189	12
1699	6340	3
3599	1136	12
7480	4310	12
4845	9020	12
4164	8900	18
3363	7256	3
4168	7914	8
11030	10377	8
7177	1467	8
14525	4763	8
9125	392	12
12208	10866	12
6311	7402	12
7159	10835	3
9492	1141	12
858	14410	12
13041	13290	12
11299	7786	12
181	7605	12
12753	7943	8
3677	13025	12
8397	1835	8
13200	8751	12
8185	12210	12
10676	10563	12
8883	10188	12
6453	13699	12
12013	605	12
5253	5704	12
3941	1064	12
3895	9573	8
6497	6142	12
7726	5485	12
8195	7419	12
4932	12501	12
10295	12865	12
10469	1289	3
9369	10835	3
1095	8638	12
12142	8864	3
7461	6413	12
4756	2649	8
11335	581	10
6749	12953	8
6752	11411	12
13699	4701	12
10861	1836	12
9903	7216	10
7544	3018	2
13570	3967	16
11400	12735	12
6584	1097	8
3455	4199	12
12805	2446	12
7582	10708	12
2934	4963	12
8173	11438	12
6120	12881	12
2693	10377	8
7578	2878	12
13673	4847	12
7586	10814	12
7241	10992	12
13786	7914	8
644	6579	12
5950	2404	12
3245	40	12
9705	7267	12
1663	7248	12
9630	2266	12
11	9792	12
7582	8207	12
7480	13570	12
6634	13124	12
4611	12121	12
7283	9343	3
8236	8793	8
10875	1695	8
8742	10835	12
13136	9792	12
7659	5210	8
8270	6212	12
291	14055	12
12889	887	8
9268	4994	12
12036	7550	12
5597	1849	12
11303	2990	12
10949	7660	8
12263	7472	12
13430	3288	12
9154	14010	12
13621	9780	12
2396	2057	1
1600	4939	8
13989	10377	8
4136	13669	8
141	7914	8
4257	5567	3
2077	3521	3
3862	6905	3
6158	6069	12
1635	11404	12
4022	2702	10
9603	12648	12
14379	1315	18
2519	12755	12
12691	537	10
6726	8158	12
3464	7242	12
10335	12671	8
1671	3538	12
3287	8751	12
6908	6653	12
11528	12147	12
792	12755	12
12050	8139	8
3058	945	8
12244	2805	8
6789	14691	12
10551	8751	12
10037	4041	12
2196	1640	12
6912	13298	12
5011	6511	12
2106	7683	12
12614	225	10
13786	10177	10
4188	8690	12
14476	6932	3
963	10448	8
9192	7943	8
9582	10186	9
355	3801	12
10204	1332	12
5092	3284	12
7257	7314	12
11361	11995	12
9209	4426	13
13299	4939	8
1933	12426	12
3299	4817	12
242	10675	12
3373	12953	8
3864	6182	18
11050	13669	8
14116	5357	12
3052	13935	8
9893	2630	8
4575	1954	3
13913	3950	12
8280	7742	12
7682	10781	12
5657	6188	12
8336	1047	8
3121	9867	3
14395	3216	8
1858	8336	12
12568	12684	12
7520	2201	12
13723	2844	8
9271	7943	8
7307	6705	3
8014	1909	3
12516	14040	12
5784	11333	12
3626	1488	12
10139	9576	12
5351	3725	12
2128	2948	12
4508	11044	12
4789	13669	8
9495	3030	12
2554	4008	12
3388	11476	12
2491	5243	12
2861	11953	12
3404	4771	3
3735	6691	3
7217	14351	12
12878	4595	12
8715	10941	12
4434	13385	3
2688	12133	12
3409	12291	12
12339	3955	12
6357	1488	12
3606	3461	12
12502	2629	12
6451	5210	8
8983	2649	8
1032	11540	12
14010	4855	12
13415	8774	12
13339	759	12
13011	781	12
5849	11722	3
5235	10260	12
5087	4426	12
11598	7695	12
7294	1097	8
10856	8839	12
2548	6032	12
13740	14099	12
3122	3996	12
11941	13989	12
1187	10448	8
1154	12755	3
7630	4995	3
10437	2649	8
1868	13765	12
9407	12755	12
691	6212	3
8970	5366	12
427	9799	2
14305	7041	12
5727	3724	12
6561	12755	3
9407	11065	1
6889	6774	12
6373	8017	3
13497	10448	8
12623	481	12
3464	7193	12
10777	13582	12
10548	1915	12
2196	7543	12
6807	6705	12
1083	8335	3
4031	9734	3
2087	208	8
5030	858	12
10293	474	12
10079	12755	12
8424	1883	3
5403	12649	12
10871	8551	12
9572	6705	3
13380	674	12
3078	4939	8
13401	2649	8
11546	1575	12
8867	4817	12
8511	11613	12
11881	6566	12
11803	1772	1
1062	4988	8
8117	7854	12
1281	11801	12
12330	4988	8
189	2227	10
8269	12101	12
3500	13472	12
6931	12562	8
5343	12755	3
3962	13238	3
6188	3728	8
13482	3761	12
2712	887	8
4013	6963	12
1904	14369	3
10854	1	12
8534	6287	12
11881	9573	8
11292	9568	12
6799	14516	12
14378	9939	12
3448	2848	12
4881	2670	12
4335	13134	15
6139	4006	12
8336	2111	12
10178	12074	12
9982	7186	12
13499	14099	12
4525	6396	12
12146	14674	12
9261	11424	12
561	3326	3
5278	8917	3
38	7737	14
5011	12253	8
4419	7943	8
12676	6427	12
2869	9649	12
11362	3337	8
11968	6791	12
8890	1695	8
7862	14386	8
7794	5704	12
7238	13890	12
13354	2477	8
9492	344	3
2109	12230	3
1120	6212	3
11526	4376	12
13331	13188	10
12007	1097	8
6825	10242	12
11384	12147	12
5597	7095	3
9709	7107	12
7034	9572	12
12729	9990	12
8115	9630	12
5888	5210	8
11767	2179	12
5623	1425	12
14305	5445	12
9928	4406	12
8198	13238	12
13422	14439	12
394	4881	12
9800	1695	8
13062	10258	12
2348	278	12
12065	2010	15
4620	6283	12
14525	12527	12
1478	10555	12
3028	1396	3
6982	9615	12
2139	12732	12
4869	2723	12
3104	1097	8
8579	6119	12
119	6611	12
10295	4169	12
2821	8094	3
13491	849	12
14486	13415	12
4717	5577	12
14649	2361	3
5619	2446	12
2473	9971	12
5597	4447	12
435	14209	3
5850	2805	8
9908	161	8
8523	8148	12
13967	5739	10
10092	7914	8
328	7127	12
650	161	8
12847	7535	12
605	13241	3
14683	6691	12
9188	945	8
13964	7233	12
2202	234	12
5684	208	8
14182	208	8
9153	9675	12
3002	13799	12
10689	10243	12
9604	12355	12
3409	11526	12
1667	4992	12
8719	2712	12
3822	13238	3
6478	3032	12
11268	208	8
2813	1146	12
6572	11855	12
6863	529	12
13665	8977	12
7008	12742	12
2498	2630	8
10435	13011	12
7707	8751	12
11801	1664	12
9921	13751	12
6014	6705	12
8962	1052	3
5339	7639	2
7673	10295	12
10577	2887	12
11404	12755	3
10932	1673	12
9495	4599	12
645	637	3
2687	10885	12
9856	6705	3
13415	14469	12
5088	12629	12
10680	2295	12
4946	13886	3
6078	142	12
6444	11185	12
7283	9358	12
7241	14027	12
6356	10933	12
3632	7681	12
2801	9574	12
6991	14362	12
10930	11953	12
10764	9482	12
5896	520	12
2047	14355	0
1032	10528	3
5644	1097	8
8412	87	12
1520	8962	12
8187	8239	15
7346	875	12
390	1097	8
674	3148	12
3040	8497	12
3802	13431	8
5884	1076	8
6019	2050	12
2069	10282	12
29	14205	2
2869	9113	3
11781	8221	8
13967	7914	8
1281	14598	12
2308	4297	12
10436	10887	12
11926	4836	12
5010	11697	3
5229	8686	12
2242	4741	12
11889	10448	8
7744	8221	8
5180	6599	12
7448	13836	12
399	2885	3
13061	3913	12
13215	3417	12
345	2630	8
759	9220	3
2712	4389	12
8168	8465	10
11894	2809	16
10501	8254	12
12405	8188	12
9768	10975	12
458	10891	8
14338	7376	12
8668	6343	3
13737	14556	12
7078	6128	3
6079	1234	3
12503	11111	12
5766	8301	8
7586	11430	12
6271	13964	12
5912	12557	12
4800	8221	8
10363	2630	8
13582	5380	12
11	10700	12
4178	10377	8
7899	2544	12
13481	5534	12
3836	5800	12
5941	6185	12
203	2477	8
1798	12036	12
9847	5143	12
9474	5592	12
13084	2057	1
13860	10377	8
9630	757	12
11091	2332	12
13285	2416	12
8552	8411	12
8893	9688	12
11147	13528	12
5657	14141	12
656	12218	12
2260	3087	8
12873	2649	8
5515	11807	3
2090	2538	3
4504	6705	12
9471	945	8
5048	9667	3
5505	9227	12
12216	11014	3
4751	14413	12
12689	9114	3
11621	3270	12
54	4426	13
5930	14117	12
4997	10038	12
14649	208	8
13418	13935	8
7195	7425	18
48	3404	12
2730	7824	3
13421	11127	12
3307	8185	12
4940	10959	12
6843	10773	12
5421	12755	3
6174	208	8
728	10840	3
2758	4612	12
2919	1445	12
13781	4555	12
8616	9644	12
13799	5210	8
8721	7694	12
11621	4707	12
3290	9133	12
2819	12346	12
1948	3612	12
13671	2018	12
9268	161	8
12896	11365	12
9621	7865	3
7342	161	8
8121	8185	12
10046	11803	12
14099	1482	12
7024	1097	8
13270	5597	12
4053	4939	8
4599	2027	12
2666	5357	3
4546	10621	12
3995	11672	12
2741	2730	12
9580	7612	12
10380	6476	18
3500	10003	12
988	12037	12
242	7220	3
4157	3074	12
10315	11465	8
14476	9922	12
1715	1947	12
4897	9219	12
6824	7202	12
2514	7839	12
11448	11872	12
12999	7914	8
11454	11404	12
12146	6579	12
5568	6931	12
8514	5753	12
404	9573	8
3455	13141	12
185	3311	12
7549	13803	12
3603	4939	8
8757	4836	12
12013	9534	12
1098	8221	8
12559	758	12
13414	8848	12
3113	6579	12
13095	10079	12
8709	6978	12
10932	7289	12
7040	4440	12
3508	9897	12
9188	4939	8
3765	9405	15
13913	7659	12
1821	3707	12
5300	10003	12
6789	7173	12
2731	9377	12
6915	4873	3
5434	8942	2
11852	13198	12
4013	9886	12
14528	14084	12
13900	10551	12
6015	12244	12
2378	1926	12
4935	13097	12
764	9402	3
4351	7253	12
9808	1673	12
4055	621	12
4061	3391	12
10282	609	12
12311	11014	3
6683	1702	18
2944	4616	3
7402	4426	13
3212	13061	12
4335	4066	3
9727	12755	12
2469	10267	12
11050	111	3
13472	110	12
2104	4711	12
11481	1976	12
636	9219	12
8028	14531	12
4665	12952	8
8920	9573	8
10322	3337	8
539	13098	12
2317	735	12
10769	6506	12
3515	9219	12
713	8752	3
3360	3943	12
16	10188	12
1459	6549	12
3121	12377	12
14590	7094	8
12645	7943	8
11841	8862	8
10525	5704	12
7381	10377	8
9922	6626	12
10740	7019	12
3787	4583	8
1904	10336	12
14345	772	12
11312	8897	12
3810	12755	12
11133	14144	12
11015	12198	12
9271	5599	14
1990	12255	8
10771	1217	3
6428	5288	12
7450	9573	8
11672	8221	8
5421	8128	12
11404	5516	3
123	4530	12
14601	14138	8
5434	2630	8
8043	7498	8
13084	1084	12
5974	1014	8
2645	5014	12
10152	13669	8
12221	8834	3
10887	14524	12
38	12675	12
12871	1915	12
4614	13757	8
12454	4939	8
2717	208	8
9438	1559	12
3735	9899	3
10368	4288	12
8289	3688	12
3455	4411	12
4753	8059	12
10139	9297	8
11400	3374	12
7738	6192	12
12037	2046	12
10536	4369	12
3950	5629	12
3855	6392	12
10608	7914	8
8070	8951	12
13800	291	12
9397	6270	12
4856	12755	3
12558	13499	12
1677	11828	12
1445	8679	12
4397	4701	12
11093	1445	12
2048	9573	8
12680	7324	12
9496	1323	12
8790	2152	12
6767	13935	8
14099	4495	12
11712	1673	12
8216	5684	12
14429	1815	8
14595	12198	1
14048	208	8
10086	4298	12
9268	10448	8
4851	12021	12
6851	7418	8
12652	6212	3
2880	10448	8
3855	8428	12
3740	14477	10
3324	4426	13
6579	4898	12
4649	7368	10
3554	2078	12
12512	14334	3
3962	208	8
5129	9243	10
2238	2730	12
11621	1256	12
8963	579	12
2601	10287	12
4818	9708	3
4888	208	8
7039	6705	3
13059	10680	12
1499	11280	12
1822	5569	12
7520	7999	12
13913	9429	12
5932	1177	12
13668	8962	12
2117	6288	3
9692	4022	12
10305	4988	8
11671	3960	12
7257	3080	12
4111	8451	12
12283	8126	18
3541	779	12
7405	2149	12
5815	1355	12
3013	9573	8
10627	4370	12
9301	8103	3
9671	11821	8
1440	10005	10
900	12115	12
12456	13120	12
1121	9704	1
4885	6900	12
4989	1097	8
9121	7224	12
13913	8439	12
2130	4341	18
4482	9881	12
11619	5445	12
7380	5357	12
11945	4385	12
10704	11147	12
430	6705	12
2397	11086	12
1322	9440	3
12402	12755	3
10295	7238	12
4486	11722	3
4814	8226	12
9850	7943	8
10116	770	12
5794	531	12
10833	4220	12
13995	13238	3
6810	7775	12
7234	2885	12
2328	9573	8
12572	2117	12
2087	7703	12
10152	8221	8
5906	2018	12
4545	633	16
3802	13935	8
4030	12571	12
3109	2630	8
5337	13598	12
9277	1673	12
5603	9750	3
6863	7238	12
10052	10889	12
10992	6611	12
8147	351	12
8988	6527	12
4892	5890	12
5229	8669	3
12773	3419	12
9800	7914	8
2114	1246	12
4115	14174	12
8299	4504	12
382	4810	12
568	5300	1
5159	12732	12
12032	6705	3
7024	9915	8
2498	780	13
1611	2891	12
13450	4401	12
7454	6218	15
10501	6455	12
8044	12587	12
4797	9573	8
5442	7019	12
6084	8798	12
3725	1047	8
318	3306	12
10052	14386	8
3020	1725	3
3021	6963	12
3187	354	12
11528	4988	8
5420	735	1
13962	2367	12
4504	14691	10
5296	1246	3
11221	6630	3
6861	11613	12
13671	8942	12
9581	10967	12
10010	5557	12
14207	12952	8
12385	8221	8
2362	10498	12
3962	13007	12
14088	5374	3
507	10258	12
5322	14615	12
6126	11306	12
2524	10894	3
7816	1673	12
2998	9689	12
4401	5710	12
8247	1909	12
12059	1342	10
14422	6306	12
3761	13768	8
11194	13627	12
11690	1638	12
5052	13886	12
6678	12401	12
5910	13749	12
3180	11194	12
9178	7943	8
10295	7943	8
6716	8604	3
4005	2361	12
2750	4979	12
2594	3134	8
1679	1663	12
2532	7594	12
11259	845	12
11542	6477	12
748	10992	12
13205	11933	12
5838	802	12
4363	275	12
5209	13114	12
3171	7601	12
5048	11135	8
10763	3341	12
2037	3770	12
2984	6807	12
1663	4988	8
10272	10339	3
10099	3223	12
1777	1695	8
8871	12755	12
884	1656	12
4882	6319	12
4084	10559	12
3307	5603	12
5633	11375	10
1265	1491	12
12221	6876	12
8584	11280	12
7408	1695	8
651	12775	12
1032	9724	10
4876	6383	12
14616	10507	12
13728	10166	12
5476	7943	8
7005	8511	12
8362	14444	12
13129	13669	8
12193	964	12
253	10260	12
5421	12952	8
654	989	8
8354	11220	12
5129	1706	3
3196	9573	8
7521	6705	3
14053	8783	12
7109	3662	12
7126	8382	12
7744	5270	8
14378	8751	12
13570	10377	8
4645	9862	12
2114	1695	8
8168	2805	8
9329	13935	8
10368	9667	12
13198	1091	2
9531	12952	8
951	2212	12
10215	5210	8
4899	1695	8
5710	4401	12
6362	1445	12
4073	3223	12
8026	4939	8
10949	11785	12
5653	208	8
12649	13935	8
14128	3037	8
2105	1047	8
1718	4417	12
7928	6043	3
9217	10805	12
2060	5297	12
5496	1097	8
2713	1014	8
11510	10838	10
1718	6595	12
1561	9190	12
7816	796	12
13900	1478	12
12651	5210	8
7586	13691	12
8670	5210	8
1802	5934	12
14680	7357	12
4892	4988	8
10095	7256	12
1104	2367	12
9054	3467	10
9622	2245	12
1678	2827	8
8336	2102	12
